"id","text","type"
,"Po komentarjih sodeč se pa vidi slovenska mentaliteta... slonenski idiotizem ter zavist. A je težko bit voščljiv do drugih? Je težko privoščit in spoštovat drugega? Slabi ste, resno ste slabi.",1
,"proklet šavje.. zakuru ga skup z njem",1
,"če so pa teli loleki slavni... ne vem, nekako se mi zdi, da je dandanes že vsak drugi slaven...",1
,"ta tip nima pol možganske celice v glavi... ne more imet",1
,"Pameten foter  št. 1",1
,"Žrebelj ne trollaj! Vsi vemo, da je to kar vidimo na posnetku posledica špikanja s proteini",1
,"@žrebelj- kokr vidim še sam ne veš kaj pišeš....kaj ni bolš dat steroide v šejker zmiksat in spit, mislim da bi bila to bolj pametna poteza kot tisti umazani proteini",1
,"je še kdo klikno sam zato da je komentarje prebral?",1
,"Važno da ima kapo na glavi... Mislite, da se špika s proteini direktno v bučo in sedaj sledove zakriva s kapo ? Saj je ""logično"" po svoje, vse mišice ima velike, samo še možgani so v velikosti lešnika...",1
,"Morda se sprva zdi rezanje korenčka nič nenavadnega",1
,"Evo se en: https://www.youtube.com/watch?v=zowsLT6rkbw",1
,"tega pa nisem pricakoval",1
,"haha bolano",1
,"in potem je pojedel svojo mamo ..... the end",1
,"www.imdb.com/title/tt0092948/?ref_=nv_sr_2  obvezen ogled",1
,"Antirust",1
,"Še en izmed stotih egoistov v košarki, nič posebnega še manj pa novega. Po 15 sekundah posnetka sem imel dovolj.",1
,"tO SO PA STEROIDI",1
,"bi",1
,"hehe, res zanimivo kako v enem trenutku govoriš o ljudeh ki vse skupaj posplošujejo in mečejo v en koš. Potem pa se znajdeš sam v isti situaciji, ko sam vržeš vse Američane in ""nigerje?"" v en koš.....dajte malo ljudje no....dajte, dajte no.....",1
,"Punca ga je najprej ""upalila"", potem pa tip cel čas se trudi spogledovat z njo... Pa ta nebo nikol odrasel. Pa še pred kamero... Ko da nima privat lajfa ob vsem gnarju pa slavi..",1
,"riku, riku",1
,"[img]http://static.igre123.com/slike/5199-194655/odstrani-se-posast-!.jpg[/img]",1
,"kaj pa streli v roke oz noge...niso še sllišali za to kajne",1
,"babe cele mokre nad bogatunom, ki se gre sado-mazo, če pa nebi bil bogataš bi pa bil, še ne preverzni bolnik.....po vrhu pa kolko so cele zrajcane ob tem, da oni nabija devico z kolom, so pa v posli večina: ""jaz nisem taka"", ""jaz ne delam tega"" itd",1
,"Ko so macke zabite, ajme meni",1
,"kompleksna stvar...rad bi videl programsko kodo za temle pa čeprav nebi mel pojma kaj dela",1
,"kot vidim je za enkratno uporabo tole :D aj če stane 5€ je ok :D",1
,"Izklopova prasica v2; vleče tudi, ko vas ni zraven.",1
,"gorenjska priprava kozic hehhehe",1
,"Odpre 3/4 strani, ostalo pa si misli.    Brezveze, če ne vidiš vseh imen skupin.",1
,"manntinare mamma mia",1
,"jo bo ja ubila",1
,"@SDS ubistvu imajo kar 465 % več možnosti za to...    ampak rajši doživim srčni infarkt zaradi tega kot pa lenarjenja in fast fooda...",1
,"ker luzer",1
,"Samo tota pa ni lih neke no",1
,"Tudi  V1 je lahko seksi !",1
,"Shut up pa take my money",1
,"Prva uporabna stvar s kick startera.",1
,"Od prasice do prasice.",-1
,"Hehehehehe, prow Brici",1
,"Lađiski promet",1
,"experiment ni uspel",1
,"Bravo",1
,"Delati 100km ture na kolesu in to tudi pozimi je lenarjenje    Če se ne špikaš s proteini in v tri krasne premetavaš uteži in se pri temu snemaš, potem si lenuh. Špikni se v glavo.Na leto naredim čez 15,000km na biciklu in to že nekaj let zapored, pa nisem na net spravil niti 1 slike ali videa o temu. Verjetno, ker to počnem zase, za lastno zadovoljstvo in ne z to, kar si bodo drugi mislili o meni. Mogoče zaradi telesnih predispozicij nisem najhitrejši kolesar, me je pa zato vseeno nekaj skupaj, ravno dovolj, da tale biseksualec pri puncah zaradi mišic nima nič več možnosti kot jaz, morda celo manj, ker kera pa hoče gledat te moške proteinarske zize na moškemu telesu ?!?  Ampak on itak tega ne počne zaradi punce amkpak zas..khmm za fante",1
,"D&#039;Shit Katapult",1
,"čikaške",1
,"opice pač",1
,"ker bo večino nas kaj?",1
,"Just chillin´",1
,"je res tako šokantno?   Mohic?",1
,"McJezn fuł",1
,"šuga",1
,"sej bi jo vecina",1
,"sam si ""rasist"" proti hrvatom zaj pa tu neke o pravičnosti spa o veri sereš..ja to ni sprejemljivo sam tak smo gor zrasli...eni so pa pač še zaj fauš ker ma niger večjega ...drgač pa nwm ki je kaki varnostnik al pa policija na taki postaji",1
,"ne vem kdo je tu bolj nor",1
,"Preveč vejic.",1
,"the best!! summer party!!",1
,"ka to za sr***?",1
,"A je zlata lisica pa inteligentna prireditev :).",1
,"čist znorela",1
,"ahahaha dobra",1
,"@ Zanimiv kok si ti zanimiv osebek, ko ostaneš brez besed pa že pišeš bedarije, js v 7letih komaj tok, ti pa v 3mescih 100postov  lenuh pejt že enkrat trenirat pa se ne obremenjuj z 1teden staro temo...GET A LIFE",1
,"Ebes video k je najbol komentiran pa ima komaj 3000 ogledov, toliko o tem kok je posnetek dober   superninja in pa loli sta pa dva nova uporabnika predvidevam da druzinska clana tistih telickov spodaj ki so se znasli v neugodni situciji zdaj ju pa vleceta ven iz dre.ka",1
,"sej mas tud IEM po 1k$ in vec, k si mislis da ni nic od nicin iz tega videa ni razvidno da je veliko povdarka na obliki pokrovcka, ki sigurno vpliva na kvaliteto zvoka, tle pokazejo sam kak nardijo izgled slusalk, nic vec",1
,"Ne moreš biti rasist proti naciji ali proti veri, lahko pa si nestrpen.Rasizem je proti določeni rasi, v mojem primeru smo z brati muslimanarji rasistični proti kavkazijcem. Hrvatje so podzvrst.",1
,"vsaka stvar je vredna, kolikor je kdo pripravljen placat zanjo. Redki zemeljski materiali in zahtevni postopki obdelave prinesejo visoko ceno. Fostex uporablja tudi zelo kvalitetne driverje in sami ""pokrovcki"" dajejo koncnemu izdelku pravo barvo zvoka. podobna zadeva kot hi end zvocniski kabineti za domaco uporabo. sicer pa, ce lahko stane par zvocnikov 200.000€ in gor, lahko tudi slusalke stanejo dobrega tisocaka. ze samo sennheiser HD800 je retail price 1500$",1
,"normalen človek mu ne bi dal šolnov, ker jih rabi.oni klošarji pa itak cele dneve sedijo pri tistem poscanem zidu pa jim je vseeno.in to je to, zato niso nič boljši ljudje",1
,"Kučan ni rabu denarja Janša pa jih, zdaj se pa dela angelčka. Ta na posnetku je mogoče od Janše sin (kaj pa veš, če lahko med politike pride, mogoče je tudi sposoben se pelat brez smučk)Brca z nogico.",1
,"To so ljudje z nizko izobrazbo, ki po vsej verjetnosti delajo v fabrki in vidijo edini način da se sprostijo v tem da hodjo na fuzbal tekme in se tam ""tepejo"". Ne rečem da počneš take zadeve k si še junc pri njihovi starosti se nebi smeli imenovat huligani temveč propalice.",1
,"a ona to resno...fak, če nebi mela takega narastka bi rek da je naravno blont   kako termoska ve kdaj mora ohranit pijačo mrzlo in kdaj toplo? a to že ma?naj ji nekdo predlaga...",1
,"@born2whine3x letno po 7€ (brez kuponkota), če pa ti v LJ daješ 24€ za striženje pr frizerju (za prečko al pa pol glave ja pol pa pusti ahahahah) pa mislš da te bo 3x bolš ustrigu se pa motiš",1
,"majo pa ti indijci vsi iste frizure zhe od pamtiveka,pomoje bi zasljuzhu, che bi naredil avtomat, ki bi si ga lahko dali na glavo, pa jim avtomat v par sekundah naredi frizuro na pisker",1
,"jz se že tud par let sam strižm.u prve k sm se sam strigu je blo kr solidn,zdj sm pa že kr mojster :P ne zaupam več frizerjem.sm bil pri veliko frizerjih in jim točno povedal kako frizuro hočem.oni pa čist zmer neki po svoje nardijo.to mi je šlo najbl na živce.tko da raj 10-20€ pršparam pa mam bolš frizuro :)",1
,"Nazadnje ko sem pisal te scene o hrvatih, to je bilo cca. 3 leta nazaj sem na hitro dobil banovce. Sicer ne vem zakaj, sem pa prepričam da ima nekaj z nacionalističnim podpihovanjem ki ga izvajam.",1
,"Kaj se jim je čuditi, koliko ljudi je še vernih ali kako drugače omejenih, pač to je zgolj še en ekstrem že tako umsko omejenega ""športnega"" navijaštva... Če bi povprečen človek bil intelektualno nad tem, nam danes ne bi kraljevali lopovi.",1
,"Pod pazduho ima  kakšen predmet (krogla, kocka..), in zacasno ustavi pretok arterije in valda ni pulza na zapestju.. Lahko probate sami, en pa vam naj meri pulz.. Stisnes pa na notranji strani nadlahtnice, med bicepsom in tricepsom, arterijo na kost..",1
,"Hahaha tista mala blonda z neurejeno pričesko je prava požeruhinja. Vse ji je dobro, hahaha. Drgač pa afroameričan je kar skuliran. Ostali pa ne vem kaj jejo za zajtrk - tiste obarvane gensko predelane kosmiče v gensko predelani tekočini, kateri pravijo mleko?",1
,"Mare care mediji imajo prav. Prevc je iz Dolenje vasi, včasih pa je živel v Dražgošah. Sem tudi sam iz Dolenje vasi, kjer smo zelo ponosni na Petra!   https://scontent-fra.xx.fbcdn.net/hphotos-xfa1/v/t1.0-9/1549440_10153165785849273_2920557487116004256_n.jpg?oh=f9f007da1a2dc264d967eeca25a5d359&oe=5552F2E9",1
,"odstopu je sedeš samo zato ker ni hotel sedeti zravn črnuhaoblivionVsaka čast Keanu-ju. In bog pomagaj vsem, ki kopirate žaljiv in rasistečen komentar, pa noben ne zna črkovat besede SEDEŽ \n                  oblivion\n                  Črkovanje na vrhuncu!",1
,"vsi ki ste tolk proti proteinom..sej zarad cigaretov pa alkohola ti tud lahko marsikaj razpade. Tud zarad sladkih stvari itd tak da se ne tolk na tote proteine obešat ker res nima smisla",1
,"Tudi pri nas je tako. Če imaš oblečene kavbojke in majico (na nivoju) te gledajo kot da si največja smet. Pripneš si kravato pa se plazijo pod tabo. Skrivenčen hrbet, servilen nasmeh. Zato nosim kravato.",1
